Fan,Number,Latitude,Longitude,Angle,Apex,Crevasse,Elevation
Rud-i-Shur Tabas,5,32.698455,60.666351,37,No,No,760.5996
Rud-i-Shur Tabas,6,32.6962,60.694895,41,No,No,734.6313
Rud-i-Shur Tabas,7,32.696516,60.676257,37,No,No,751.6608
Rud-i-Shur Tabas,8,32.696714,60.710984,47,No,No,720.1533
Rud-i-Shur Tabas,9,32.696372,60.72619,56,No,No,708.1055
Rud-i-Shur Tabas,10,32.696894,60.743435,35,No,No,694.4418
Rud-i-Shur Tabas,11,32.697726,60.749342,45,No,No,689.0552
Rud-i-Shur Tabas,12,32.696241,60.752591,60,No,No,686.5952
Rud-i-Shur Tabas,13,32.692939,60.760614,49,No,No,679.6044
Rud-i-Shur Tabas,14,32.68668,60.803102,46,No,No,648.3627
Rud-i-Shur Tabas,15,32.681182,60.813355,43,No,No,640.246
Rud-i-Shur Tabas,16,32.678733,60.822411,61,No,No,634.2243
Rud-i-Shur Tabas,17,32.678566,60.82409,82,No,Yes,633.2715
Rud-i-Shur Tabas,18,32.677911,60.824985,78,No,Yes,632.6409
Rud-i-Shur Tabas,19,32.675125,60.831756,46,No,No,627.4633
Rud-i-Shur Tabas,20,32.697985,60.649963,45,No,No,775.4435
Rud-i-Shur Tabas,21,32.5909,60.9021,42,No,No,622.2677
Saskatchewan,1,53.728287,-103.184956,94,Yes,No,280.0482
Saskatchewan,2,53.707499,-103.228636,64,Yes,No,303.2919
Saskatchewan,3,53.721387,-103.135409,45,Yes,No,294.9437
Saskatchewan,4,53.793879,-102.74705,52,No,Yes,267.2795
Saskatchewan,5,53.877173,-103.08943,48,No,No,276.7532
Saskatchewan,6,53.82014,-102.623473,41,No,No,271.5835
Saskatchewan,7,53.939454,-102.632888,91,No,Yes,266.7378
Saskatchewan,8,54.016418,-102.643041,65,No,No,269.0053
Saskatchewan,9,54.014342,-102.630076,81,No,No,268.0493
Saskatchewan,10,53.992665,-102.577686,29,No,No,265
Saskatchewan,11,54.030034,-102.580151,45,No,No,266
Saskatchewan,12,54.027932,-102.588986,86,No,No,266
Saskatchewan,13,53.84714,-102.42091,30,No,No,272.1076
Saskatchewan,14,53.845202,-102.343969,83,No,Yes,267.9107
Saskatchewan,15,53.748244,-102.147819,75,No,Yes,264
Saskatchewan,16,53.949448,-102.979054,79,No,No,269.3872
Saskatchewan,17,53.983565,-103.019726,41,No,No,271.4825
Saskatchewan,18,53.964895,-102.999251,50,No,No,271.3604
Saskatchewan,19,54.021774,-102.927782,56,No,No,269.5029
Saskatchewan,20,53.783881,-103.035243,90,No,No,273.1777
Saskatchewan,21,53.964061,-102.961483,91,No,Yes,273.4715
Saskatchewan,22,53.964275,-102.912509,51,No,No,272.0005
Saskatchewan,23,54.005895,-102.839785,64,No,No,269.9154
Saskatchewan,24,54.003181,-102.581578,44,No,No,266.5
Saskatchewan,25,54.053931,-102.718179,70,No,No,268.26
Saskatchewan,26,54.05275,-102.719205,77,No,No,267.8147
Saskatchewan,27,54.053205,-102.674132,28,No,No,267.8494
Saskatchewan,28,53.842598,-103.035951,25,No,No,278.7939
Saskatchewan,29,53.936834,-102.923099,72,No,No,272.5253
Saskatchewan,30,54.033503,-102.647036,65,No,No,266.5
Saskatchewan,31,54.03526,-102.548942,88,No,No,269.2927
Saskatchewan,32,54.047067,-102.822527,38,No,No,271.5213
Saskatchewan,33,54.054008,-102.878907,85,No,No,268.0509
Saskatchewan,34,54.046952,-102.958726,53,No,No,269.1147
Saskatchewan,35,54.021451,-102.9905,57,No,No,269.1909
Saskatchewan,36,54.008889,-102.971323,45,No,No,268.6313
Saskatchewan,37,54.071446,-102.78428,20,No,No,269.2059
Saskatchewan,38,54.049956,-102.635959,83,No,No,267.3601
Saskatchewan,39,53.598845,-102.55258,87,No,Yes,285.544
Saskatchewan,40,53.623894,-102.47783,84,No,Yes,270.0253
Saskatchewan,41,53.552981,-102.616375,78,No,Yes,268.5536
Saskatchewan,42,54.019471,-102.676391,92,No,Yes,270.0171
Saskatchewan,43,54.009697,-102.878977,92,No,Yes,270.0271
Saskatchewan,44,54.051178,-102.855446,47,No,No,272.8912
Saskatchewan,45,54.034824,-102.567525,100,No,No,266
Saskatchewan,46,54.028281,-102.940279,33,No,No,269.5344
Saskatchewan,47,53.98567,-102.661325,88,No,No,267.2871
Saskatchewan,48,53.95585,-102.824371,36,No,No,271.3615
Saskatchewan,49,54.04136,-102.524068,65,No,Yes,266.4488
Saskatchewan,50,54.004404,-102.680827,89,No,Yes,269.3538
Saskatchewan,51,54.010461,-102.663027,110,No,Yes,270.5006
Saskatchewan,52,54.012166,-102.692815,40,No,No,268.3023
Saskatchewan,53,54.064505,-102.798837,28,No,No,269.9728
Saskatchewan,54,54.045805,-102.558707,98,No,Yes,268.0602
Saskatchewan,55,53.968194,-102.866675,46,No,No,271.1605
Saskatchewan,56,54.042181,-102.564068,89,No,Yes,268.5763
Saskatchewan,57,54.037174,-102.747184,57,No,No,268.0347
Saskatchewan,58,54.038057,-102.756166,54,No,No,267.991
Saskatchewan,59,54.049836,-102.704308,60,No,No,268.4152
Saskatchewan,60,54.0497,-102.700825,64,No,No,269.0688
Saskatchewan,61,53.927404,-103.056253,83,No,Yes,273.4817
Saskatchewan,62,54.000406,-102.681037,68,No,Yes,268.292
Saskatchewan,63,54.005771,-102.663363,69,No,Yes,268.9612
Saskatchewan,64,54.053149,-102.816686,62,No,No,269.7205
Saskatchewan,65,54.003961,-102.660469,87,No,Yes,269.6073
Saskatchewan,66,53.800953,-102.848308,80,No,Yes,275.3518
Saskatchewan,67,53.81835,-103.024511,96,No,Yes,274.1881
Saskatchewan,68,54.005941,-102.89149,82,No,Yes,270.0894
Saskatchewan,69,54.004591,-102.89794,53,No,No,270.824
Saskatchewan,70,54.026998,-102.602904,82,No,No,267.5
Saskatchewan,71,54.021116,-102.668956,91,No,Yes,270.4777
Saskatchewan,72,53.84443,-102.441592,96,No,Yes,267.9347
Saskatchewan,73,53.849726,-102.50324,87,No,Yes,267.7921
Saskatchewan,74,54.039099,-102.65553,95,No,Yes,266.5
Saskatchewan,75,54.042124,-102.618095,104,No,Yes,270.2734
Saskatchewan,76,53.999887,-102.649439,97,No,Yes,268.2474
Saskatchewan,77,53.776036,-103.010355,61,No,Yes,274.052
Saskatchewan,78,53.674207,-102.146825,97,No,Yes,263
Saskatchewan,79,53.671466,-102.15042,86,No,Yes,263
Saskatchewan,80,53.677533,-102.102884,85,No,Yes,262.5
Saskatchewan,81,53.95001,-102.39763,44,No,No,268.8335
Saskatchewan,82,53.95443,-102.454165,94,No,Yes,269.4089
Saskatchewan,83,53.956025,-102.458907,102,No,Yes,268.7272
Saskatchewan,84,53.960588,-102.59335,91,No,Yes,269.8176
Saskatchewan,85,54.033781,-102.800792,60,No,No,269.5505
Shire,1,-16.235897,34.948849,67,Yes,Yes,62
Shire,2,-16.243805,34.96097,134,Yes,No,61.5
Shire,3,-16.330217,34.992999,92,No,Yes,56.30024
Shire,4,-16.331761,35.005696,40,No,No,55.22335
Shire,5,-16.327788,34.998227,87,No,Yes,55.01888
Shire,6,-16.334322,35.008011,70,No,Yes,55.7446
Shire,7,-16.336301,35.00736,71,No,Yes,55.42258
Shire,8,-16.359684,35.020171,48,No,No,54.78527
Shire,9,-16.359058,35.018974,93,No,Yes,54.41305
Shire,10,-16.359541,35.017647,77,No,Yes,53.66085
Shire,11,-16.360869,35.018102,53,No,Yes,53.53778
Shire,12,-16.362005,35.017505,67,No,Yes,52.9387
Shire,13,-16.482171,35.078037,91,No,Yes,49.85988
Shire,14,-16.495804,35.094627,52,No,No,48.77224
Shire,15,-16.398221,35.088342,67,No,No,51.53129
Shire,16,-16.399817,35.097136,51,No,No,50.42972
Shire,17,-16.400741,35.112561,92,No,Yes,50.27609
Shire,18,-16.423425,35.115087,70,No,No,50.7808
Shire,19,-16.418622,35.121066,69,No,No,48.5
Shire,20,-16.419536,35.120695,75,No,Yes,50.08732
Shire,21,-16.285139,35.009899,76,No,Yes,58
Shire,22,-16.28517,35.011365,85,No,Yes,58
Shire,23,-16.284743,35.013823,89,No,Yes,59.0763
Shire,24,-16.291949,34.922836,42,No,No,59.58017
Shire,25,-16.369317,35.017027,65,No,Yes,52.40553
Shire,26,-16.395492,35.051428,83,No,No,52.16941
Shire,27,-16.402327,35.0535,81,No,Yes,53.0423
Shire,28,-16.402778,35.054585,91,No,Yes,51.87996
Shire,29,-16.403721,35.052047,97,No,Yes,50.5
Shire,30,-16.403018,35.048685,67,No,No,53.01797
Shire,31,-16.40277,35.053743,45,No,Yes,51.7393
Shire,32,-16.230315,34.943913,36,Yes,No,64.74574
Shire,33,-16.239774,34.979222,85,No,Yes,62.26745
Shire,34,-16.237859,34.984484,81,No,Yes,60.1745
Shire,35,-16.238055,34.984274,71,No,Yes,61.03957
Shire,36,-16.251526,35.001699,61,No,No,60.12707
Shire,37,-16.254134,35.003645,28,No,No,59.38016
Shire,38,-16.260479,35.012947,66,No,Yes,60.04329
Shire,39,-16.2056,34.9333,77,Yes,No,61.5
Shire,40,-16.425946,35.077765,93,No,No,50.96978
Shire,41,-16.448386,35.125491,61,No,No,48
Shire,42,-16.463484,35.133725,75,No,No,48.63188
Shire,43,-16.460017,35.110514,90,No,No,49.91428
Shire,44,-16.447451,35.077823,111,No,Yes,48
Shire,45,-16.454081,35.06199,63,No,No,49.98489
Shire,46,-16.456414,35.082878,90,No,No,48
Shire,47,-16.427024,35.09572,94,No,Yes,48.5
Shire,48,-16.427345,35.097126,56,No,No,49.66344
Shire,49,-16.253468,34.956405,58,No,No,61
Shire,50,-16.285737,34.914756,55,No,Yes,59.73267
Shire,51,-16.25383,34.94799,103,No,Yes,62.823605
Shire,52,-16.330011,34.9917,123,No,Yes,56.153137
Shire,53,-16.365588,35.021861,145,No,No,53.174839
Shire,54,-16.29286,34.924834,133,No,No,59.351326
Shire,55,-16.35132,35.069128,77,No,No,52.051281
Shire,56,-16.427284,35.099176,52,No,No,49.192974
